station_identifier,name,latitude,longitude,elevation_m,timezone,url,forecast_url,fireweather_zone_url
00NMC,Dahlia 6.3 SSW,35.03584,-105.31585,1886.1024,America/Denver,https://api.weather.gov/stations/00NMC,https://api.weather.gov/zones/forecast/NMZ223,https://api.weather.gov/zones/fire/NMZ125
010BH,Igloo,43.19814,-103.86879,1147.572,America/Denver,https://api.weather.gov/stations/010BH,https://api.weather.gov/zones/forecast/SDZ041,https://api.weather.gov/zones/fire/SDZ322
010CE,45 San Leon,29.49374,-94.91115,2.7432,America/Chicago,https://api.weather.gov/stations/010CE,https://api.weather.gov/zones/forecast/TXZ338,https://api.weather.gov/zones/fire/TXZ338
010HE,HELCO Maluokalani St,20.04863,-155.83597,36.8808,Pacific/Honolulu,https://api.weather.gov/stations/010HE,https://api.weather.gov/zones/forecast/HIZ026,https://api.weather.gov/zones/fire/HIZ341
010HI,Puuwaawaa,19.7254,-155.8738,1654.1496,Pacific/Honolulu,https://api.weather.gov/stations/010HI,https://api.weather.gov/zones/forecast/HIZ027,https://api.weather.gov/zones/fire/HIZ342
010ID,W3T5,44.64004,-116.11755,1474.0128,America/Boise,https://api.weather.gov/stations/010ID,https://api.weather.gov/zones/forecast/IDZ011,https://api.weather.gov/zones/fire/IDZ401
010MD,Waldorf 4 ESE,38.59709,-76.84308,49.9872,America/New_York,https://api.weather.gov/stations/010MD,https://api.weather.gov/zones/forecast/MDZ016,https://api.weather.gov/zones/fire/MDZ016
010NH,New Ipswich Rt 124,42.75027,-71.82749,287.1216,America/New_York,https://api.weather.gov/stations/010NH,https://api.weather.gov/zones/forecast/NHZ015,https://api.weather.gov/zones/fire/NHZ024
010NW,Roosevelt Dr,45.85747,-112.49302,1996.1352,America/Denver,https://api.weather.gov/stations/010NW,https://api.weather.gov/zones/forecast/MTZ007,https://api.weather.gov/zones/fire/MTZ111
010PG,Granite Rock,36.90017,-121.62277,156.6672,America/Los_Angeles,https://api.weather.gov/stations/010PG,https://api.weather.gov/zones/forecast/CAZ528,https://api.weather.gov/zones/fire/CAZ528
010SE,SCE Esperanza Ave,33.90139,-116.76829,486.4608,America/Los_Angeles,https://api.weather.gov/stations/010SE,https://api.weather.gov/zones/forecast/CAZ065,https://api.weather.gov/zones/fire/CAZ265
011AV,Evan's Cutoff Road,48.72561,-117.96641,673.3032,America/Los_Angeles,https://api.weather.gov/stations/011AV,https://api.weather.gov/zones/forecast/WAZ037,https://api.weather.gov/zones/fire/WAZ699
011BH,4211 County Rd 132,38.51383,-105.07571,1785.8232,America/Denver,https://api.weather.gov/stations/011BH,https://api.weather.gov/zones/forecast/COZ083,https://api.weather.gov/zones/fire/COZ222
011CE,51 Bacliff,29.51261,-94.98226,4.572,America/Chicago,https://api.weather.gov/stations/011CE,https://api.weather.gov/zones/forecast/GMZ335,
011HE,HELCO Waikoloa Rd,19.93051,-155.78082,334.0608,Pacific/Honolulu,https://api.weather.gov/stations/011HE,https://api.weather.gov/zones/forecast/HIZ026,https://api.weather.gov/zones/fire/HIZ341
011HI,Lyon,21.333,-157.8025,150.876,Pacific/Honolulu,https://api.weather.gov/stations/011HI,https://api.weather.gov/zones/forecast/HIZ036,https://api.weather.gov/zones/fire/HIZ313
011ID,W3T3,44.53776,-116.12015,1499.0064,America/Boise,https://api.weather.gov/stations/011ID,https://api.weather.gov/zones/forecast/IDZ011,https://api.weather.gov/zones/fire/IDZ403
011MD,Princess Anne 2 S,38.17779,-75.69919,4.2672,America/New_York,https://api.weather.gov/stations/011MD,https://api.weather.gov/zones/forecast/MDZ023,https://api.weather.gov/zones/fire/MDZ023
011NH,Manchester I-293,42.95398,-71.44555,74.0664,America/New_York,https://api.weather.gov/stations/011NH,https://api.weather.gov/zones/forecast/NHZ012,https://api.weather.gov/zones/fire/NHZ025
011NW,Cornucopia Rd,45.27459,-111.95791,2097.9384,America/Denver,https://api.weather.gov/stations/011NW,https://api.weather.gov/zones/forecast/MTZ330,https://api.weather.gov/zones/fire/MTZ111
011PG,Bloods Ridge,38.4864,-120.0526,2586.5328,America/Los_Angeles,https://api.weather.gov/stations/011PG,https://api.weather.gov/zones/forecast/CAZ069,https://api.weather.gov/zones/fire/CAZ221
011SE,SCE Cabazon,33.90331,-116.78573,509.9304,America/Los_Angeles,https://api.weather.gov/stations/011SE,https://api.weather.gov/zones/forecast/CAZ065,https://api.weather.gov/zones/fire/CAZ265
0128W,Ringling Museum of Art,27.38139,-82.55997,10.9728,America/New_York,https://api.weather.gov/stations/0128W,https://api.weather.gov/zones/forecast/FLZ160,https://api.weather.gov/zones/fire/FLZ160
012AV,Barstow,48.78481,-118.10225,607.7712,America/Los_Angeles,https://api.weather.gov/stations/012AV,https://api.weather.gov/zones/forecast/WAZ037,https://api.weather.gov/zones/fire/WAZ699
012BH,County Rd 84 B,38.31189,-105.20828,1979.0664,America/Denver,https://api.weather.gov/stations/012BH,https://api.weather.gov/zones/forecast/COZ079,https://api.weather.gov/zones/fire/COZ222
012CE,91 Sheldon,29.85009,-95.21356,12.4968,America/Chicago,https://api.weather.gov/stations/012CE,https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/fire/TXZ213
012HC,3500 IH 10 West at Addicks Park and Ride,29.78482,-95.63604,32.004,America/Chicago,https://api.weather.gov/stations/012HC,https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/fire/TXZ213
012HE,HELCO Waikoloa Rd 2,19.91896,-155.78479,327.0504,Pacific/Honolulu,https://api.weather.gov/stations/012HE,https://api.weather.gov/zones/forecast/HIZ026,https://api.weather.gov/zones/fire/HIZ341
012HI,Nuuanu Res 1,21.3391,-157.8369,117.0432,Pacific/Honolulu,https://api.weather.gov/stations/012HI,https://api.weather.gov/zones/forecast/HIZ036,https://api.weather.gov/zones/fire/HIZ313
012ID,W3T4,44.57513,-116.05534,1483.1568,America/Boise,https://api.weather.gov/stations/012ID,https://api.weather.gov/zones/forecast/IDZ011,https://api.weather.gov/zones/fire/IDZ401
012MD,Quantico 2 WSW,38.35866,-75.77415,3.9624,America/New_York,https://api.weather.gov/stations/012MD,https://api.weather.gov/zones/forecast/MDZ022,https://api.weather.gov/zones/fire/MDZ022
012NW,21 Bull Run Rd,45.66013,-110.76155,1649.2728,America/Denver,https://api.weather.gov/stations/012NW,https://api.weather.gov/zones/forecast/MTZ065,https://api.weather.gov/zones/fire/MTZ123
012SE,SCE Illinois Dr,34.10234,-118.17286,263.9568,America/Los_Angeles,https://api.weather.gov/stations/012SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
013AV,SW Springdale,48.02647,-117.80896,765.6576,America/Los_Angeles,https://api.weather.gov/stations/013AV,https://api.weather.gov/zones/forecast/WAZ037,https://api.weather.gov/zones/fire/WAZ701
013BH,Walker Ranch,38.49077,-104.71017,1698.0408,America/Denver,https://api.weather.gov/stations/013BH,https://api.weather.gov/zones/forecast/COZ086,https://api.weather.gov/zones/fire/COZ228
013CE,89 South Park,29.68578,-95.32595,11.2776,America/Chicago,https://api.weather.gov/stations/013CE,https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/fire/TXZ213
013HE,HELCO Ala Kahua Dr,20.07507,-155.84274,162.4584,Pacific/Honolulu,https://api.weather.gov/stations/013HE,https://api.weather.gov/zones/forecast/HIZ026,https://api.weather.gov/zones/fire/HIZ341
013HI,Nene Nest,20.7382,-156.2458,2589.8856,Pacific/Honolulu,https://api.weather.gov/stations/013HI,https://api.weather.gov/zones/forecast/HIZ022,https://api.weather.gov/zones/fire/HIZ335
013ID,W2T39,44.85669,-117.0657,764.1336,America/Los_Angeles,https://api.weather.gov/stations/013ID,https://api.weather.gov/zones/forecast/ORZ062,https://api.weather.gov/zones/fire/ORZ674
013MD,Towson 1 WSW,39.39474,-76.6234,119.1768,America/New_York,https://api.weather.gov/stations/013MD,https://api.weather.gov/zones/forecast/MDZ011,https://api.weather.gov/zones/fire/MDZ011
013NH,Hampton Rt 101,42.92635,-70.82996,10.0584,America/New_York,https://api.weather.gov/stations/013NH,https://api.weather.gov/zones/forecast/NHZ014,https://api.weather.gov/zones/fire/NHZ026
013NW,HWY 308 Red Lodge,45.18248,-109.23655,1788.2616,America/Denver,https://api.weather.gov/stations/013NW,https://api.weather.gov/zones/forecast/MTZ056,https://api.weather.gov/zones/fire/MTZ126
013PG,San Juan Bautista,36.86574,-121.5544,49.6824,America/Los_Angeles,https://api.weather.gov/stations/013PG,https://api.weather.gov/zones/forecast/CAZ528,https://api.weather.gov/zones/fire/CAZ528
013SE,SCE Rouse Rd,33.72864,-117.18807,435.864,America/Los_Angeles,https://api.weather.gov/stations/013SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
014AV,Chewelah,48.30123,-117.70439,578.5104,America/Los_Angeles,https://api.weather.gov/stations/014AV,https://api.weather.gov/zones/forecast/WAZ037,https://api.weather.gov/zones/fire/WAZ701
014BH,Olney Springs,38.17003,-103.93141,1330.452,America/Denver,https://api.weather.gov/stations/014BH,https://api.weather.gov/zones/forecast/COZ089,https://api.weather.gov/zones/fire/COZ231
014CE,84 Kingwood West,30.06874,-95.22203,23.1648,America/Chicago,https://api.weather.gov/stations/014CE,https://api.weather.gov/zones/forecast/TXZ199,https://api.weather.gov/zones/fire/TXZ199
014HE,MECO Kula,20.77134,-156.3366,681.228,Pacific/Honolulu,https://api.weather.gov/stations/014HE,https://api.weather.gov/zones/forecast/HIZ049,https://api.weather.gov/zones/fire/HIZ333
014HI,Waipa,22.2026,-159.5188,4.8768,Pacific/Honolulu,https://api.weather.gov/stations/014HI,https://api.weather.gov/zones/forecast/HIZ029,https://api.weather.gov/zones/fire/HIZ302
014ID,W2T35,44.5915,-116.67097,869.5944,America/Boise,https://api.weather.gov/stations/014ID,https://api.weather.gov/zones/forecast/IDZ033,https://api.weather.gov/zones/fire/IDZ400
014MD,Westminster 3 S,39.53406,-76.99348,267.3096,America/New_York,https://api.weather.gov/stations/014MD,https://api.weather.gov/zones/forecast/MDZ005,https://api.weather.gov/zones/fire/MDZ005
014NW,Coburn Rd,45.7819,-108.46067,1046.0736,America/Denver,https://api.weather.gov/stations/014NW,https://api.weather.gov/zones/forecast/MTZ235,https://api.weather.gov/zones/fire/MTZ128
014PG,Laureles Grade,36.52809,-121.74964,418.1856,America/Los_Angeles,https://api.weather.gov/stations/014PG,https://api.weather.gov/zones/forecast/CAZ517,https://api.weather.gov/zones/fire/CAZ517
014SE,SCE Esterina Way,33.99759,-118.38368,63.0936,America/Los_Angeles,https://api.weather.gov/stations/014SE,https://api.weather.gov/zones/forecast/CAZ368,https://api.weather.gov/zones/fire/CAZ368
015AV,Deer Lake,48.1075,-117.60608,760.476,America/Los_Angeles,https://api.weather.gov/stations/015AV,https://api.weather.gov/zones/forecast/WAZ037,https://api.weather.gov/zones/fire/WAZ701
015BH,IL Ranch Road,38.28159,-104.27583,1419.4536,America/Denver,https://api.weather.gov/stations/015BH,https://api.weather.gov/zones/forecast/COZ086,https://api.weather.gov/zones/fire/COZ228
015CE,90 Magnolia Park,29.73801,-95.29475,9.7536,America/Chicago,https://api.weather.gov/stations/015CE,https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/fire/TXZ213
015HC,US 290 at West Little York Park and Ride,29.87026,-95.54836,32.004,America/Chicago,https://api.weather.gov/stations/015HC,https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/fire/TXZ213
015HE,MECO Makawao Ave,20.83766,-156.32803,486.156,Pacific/Honolulu,https://api.weather.gov/stations/015HE,https://api.weather.gov/zones/forecast/HIZ047,https://api.weather.gov/zones/fire/HIZ331
015HI,Common Ground,22.1975,-159.421,110.9472,Pacific/Honolulu,https://api.weather.gov/stations/015HI,https://api.weather.gov/zones/forecast/HIZ029,https://api.weather.gov/zones/fire/HIZ302
015ID,W2T33,44.59496,-116.48133,865.9368,America/Boise,https://api.weather.gov/stations/015ID,https://api.weather.gov/zones/forecast/IDZ033,https://api.weather.gov/zones/fire/IDZ400
015MD,Clear Spring 3 N,39.69766,-77.93846,241.0968,America/New_York,https://api.weather.gov/stations/015MD,https://api.weather.gov/zones/forecast/MDZ003,https://api.weather.gov/zones/fire/MDZ003
015NH,Roxbury-Sullivan Rt 9,42.99176,-72.19642,312.1152,America/New_York,https://api.weather.gov/stations/015NH,https://api.weather.gov/zones/forecast/NHZ011,https://api.weather.gov/zones/fire/NHZ024
015NW,HWY 89 Monarch,47.16661,-110.84706,1492.9104,America/Denver,https://api.weather.gov/stations/015NW,https://api.weather.gov/zones/forecast/MTZ317,https://api.weather.gov/zones/fire/MTZ117
015PG,Fairfield,38.24015,-122.14175,171.6024,America/Los_Angeles,https://api.weather.gov/stations/015PG,https://api.weather.gov/zones/forecast/CAZ018,https://api.weather.gov/zones/fire/CAZ218
015SE,SCE Super Creek,33.9384,-116.6154,456.5904,America/Los_Angeles,https://api.weather.gov/stations/015SE,https://api.weather.gov/zones/forecast/CAZ065,https://api.weather.gov/zones/fire/CAZ265
0165W,FSWN Dixie County High School,29.62173,-83.10633,11.8872,America/New_York,https://api.weather.gov/stations/0165W,https://api.weather.gov/zones/forecast/FLZ034,https://api.weather.gov/zones/fire/FLZ034
016AV,Sunwest Ave,47.6322,-117.69031,744.6264,America/Los_Angeles,https://api.weather.gov/stations/016AV,https://api.weather.gov/zones/forecast/WAZ036,https://api.weather.gov/zones/fire/WAZ708
016BH,Hermit RD,38.13125,-105.47348,2381.0976,America/Denver,https://api.weather.gov/stations/016BH,https://api.weather.gov/zones/forecast/COZ078,https://api.weather.gov/zones/fire/COZ225
016CE,85 Rayford,30.11767,-95.38395,33.528,America/Chicago,https://api.weather.gov/stations/016CE,https://api.weather.gov/zones/forecast/TXZ199,https://api.weather.gov/zones/fire/TXZ199
016HE,HECO Paakea Rd,21.40861,-158.14557,14.6304,Pacific/Honolulu,https://api.weather.gov/stations/016HE,https://api.weather.gov/zones/forecast/HIZ006,https://api.weather.gov/zones/fire/HIZ310
016HI,Keokea,20.7067,-156.3554,871.1184,Pacific/Honolulu,https://api.weather.gov/stations/016HI,https://api.weather.gov/zones/forecast/HIZ049,https://api.weather.gov/zones/fire/HIZ333
016ID,W2T32,44.54099,-116.42025,947.3184,America/Boise,https://api.weather.gov/stations/016ID,https://api.weather.gov/zones/forecast/IDZ033,https://api.weather.gov/zones/fire/IDZ400
016MD,Chestertown 1 N,39.23132,-76.06289,21.336,America/New_York,https://api.weather.gov/stations/016MD,https://api.weather.gov/zones/forecast/MDZ012,https://api.weather.gov/zones/fire/MDZ012
016NH,Ossipee Rt. 16 NB,43.77667,-71.16415,135.9408,America/New_York,https://api.weather.gov/stations/016NH,https://api.weather.gov/zones/forecast/NHZ006,https://api.weather.gov/zones/fire/NHZ023
016NW,Hauser Dam Dr - Helena Valley,46.72678,-111.90195,1225.9056,America/Denver,https://api.weather.gov/stations/016NW,https://api.weather.gov/zones/forecast/MTZ316,https://api.weather.gov/zones/fire/MTZ118
016PG,Arrowhead Hills,38.27105,-122.38747,217.3224,America/Los_Angeles,https://api.weather.gov/stations/016PG,https://api.weather.gov/zones/forecast/CAZ506,https://api.weather.gov/zones/fire/CAZ506
016SE,SCE Martin St,33.8445,-117.27585,537.0576,America/Los_Angeles,https://api.weather.gov/stations/016SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
0172W,UWF Pace Library,30.55007,-87.2173,24.0792,America/Chicago,https://api.weather.gov/stations/0172W,https://api.weather.gov/zones/forecast/FLZ202,https://api.weather.gov/zones/fire/FLZ202
0173W,Emerald Coast Middle School,30.35869,-86.11369,14.0208,America/Chicago,https://api.weather.gov/stations/0173W,https://api.weather.gov/zones/forecast/FLZ108,https://api.weather.gov/zones/fire/FLZ108
017AV,McClellan Conservation Area,47.8697,-117.683,538.2768,America/Los_Angeles,https://api.weather.gov/stations/017AV,https://api.weather.gov/zones/forecast/WAZ036,https://api.weather.gov/zones/fire/WAZ708
017BH,Stone City Rd,38.37886,-104.85281,1580.388,America/Denver,https://api.weather.gov/stations/017BH,https://api.weather.gov/zones/forecast/COZ086,https://api.weather.gov/zones/fire/COZ228
017CE,81 SaberCat,29.63619,-95.39715,14.0208,America/Chicago,https://api.weather.gov/stations/017CE,https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/fire/TXZ213
017HE,HECO Ala Hema St,21.4524,-158.18864,3.9624,Pacific/Honolulu,https://api.weather.gov/stations/017HE,https://api.weather.gov/zones/forecast/HIZ006,https://api.weather.gov/zones/fire/HIZ310
017HI,Piiholo,20.8415,-156.2948,637.032,Pacific/Honolulu,https://api.weather.gov/stations/017HI,https://api.weather.gov/zones/forecast/HIZ047,https://api.weather.gov/zones/fire/HIZ331
017ID,W2T49,44.52049,-118.21728,1187.196,America/Los_Angeles,https://api.weather.gov/stations/017ID,https://api.weather.gov/zones/forecast/ORZ062,https://api.weather.gov/zones/fire/ORZ675
017MD,Cambridge 4 WNW,38.58754,-76.14153,2.7432,America/New_York,https://api.weather.gov/stations/017MD,https://api.weather.gov/zones/forecast/MDZ021,https://api.weather.gov/zones/fire/MDZ021
017NH,Wakefield Rt.16 SB,43.61669,-71.04142,277.9776,America/New_York,https://api.weather.gov/stations/017NH,https://api.weather.gov/zones/forecast/NHZ006,https://api.weather.gov/zones/fire/NHZ023
017NW,Corbin Rd - Clancy 2 South,46.38568,-112.04658,1422.5016,America/Denver,https://api.weather.gov/stations/017NW,https://api.weather.gov/zones/forecast/MTZ322,https://api.weather.gov/zones/fire/MTZ118
017PG,Guadalupe Mines,37.21457,-121.90192,198.4248,America/Los_Angeles,https://api.weather.gov/stations/017PG,https://api.weather.gov/zones/forecast/CAZ513,https://api.weather.gov/zones/fire/CAZ513
017SE,SCE Pilot Rock,34.30748,-117.28195,1029.0048,America/Los_Angeles,https://api.weather.gov/stations/017SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
0184W,Hamilton County High School,30.47728,-82.93485,49.9872,America/New_York,https://api.weather.gov/stations/0184W,https://api.weather.gov/zones/forecast/FLZ120,https://api.weather.gov/zones/fire/FLZ120
018AV,Newport,48.2058,-117.01156,740.0544,America/Los_Angeles,https://api.weather.gov/stations/018AV,https://api.weather.gov/zones/forecast/IDZ001,https://api.weather.gov/zones/fire/IDZ101
018BH,250 Stratton Cir,38.73561,-105.20048,2885.5416,America/Denver,https://api.weather.gov/stations/018BH,https://api.weather.gov/zones/forecast/COZ081,https://api.weather.gov/zones/fire/COZ221
018CE,88 The Villages,29.77903,-95.49785,20.4216,America/Chicago,https://api.weather.gov/stations/018CE,https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/fire/TXZ213
018HE,HECO Farrington Hwy,21.33523,-158.09063,32.6136,Pacific/Honolulu,https://api.weather.gov/stations/018HE,https://api.weather.gov/zones/forecast/HIZ034,https://api.weather.gov/zones/fire/HIZ309
018HI,Kaiholena,19.1689,-155.5704,630.936,Pacific/Honolulu,https://api.weather.gov/stations/018HI,https://api.weather.gov/zones/forecast/HIZ052,https://api.weather.gov/zones/fire/HIZ338
018ID,W2T51,43.99341,-117.25527,726.6432,America/Boise,https://api.weather.gov/stations/018ID,https://api.weather.gov/zones/forecast/ORZ064,https://api.weather.gov/zones/fire/ORZ673
018MD,Salisbury 2 S,38.34149,-75.60369,7.62,America/New_York,https://api.weather.gov/stations/018MD,https://api.weather.gov/zones/forecast/MDZ022,https://api.weather.gov/zones/fire/MDZ022
018NH,Rochester Rt.16 SB,43.28292,-70.98086,71.0184,America/New_York,https://api.weather.gov/stations/018NH,https://api.weather.gov/zones/forecast/NHZ010,https://api.weather.gov/zones/fire/NHZ023
018NW,Dentons Point Rd - George Town Lake,46.17198,-113.28896,1949.5008,America/Denver,https://api.weather.gov/stations/018NW,https://api.weather.gov/zones/forecast/MTZ007,https://api.weather.gov/zones/fire/MTZ110
018PG,Peninsula Fire Lane Tower,37.33053,-122.21434,728.1672,America/Los_Angeles,https://api.weather.gov/stations/018PG,https://api.weather.gov/zones/forecast/CAZ512,https://api.weather.gov/zones/fire/CAZ512
018SE,SCE Security Ave,34.02688,-117.35925,256.032,America/Los_Angeles,https://api.weather.gov/stations/018SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
0194W,Aucilla Christian Academy,30.48233,-83.75863,36.8808,America/New_York,https://api.weather.gov/stations/0194W,https://api.weather.gov/zones/forecast/FLZ018,https://api.weather.gov/zones/fire/FLZ018
019AV,Priest River,48.20221,-116.87037,737.0064,America/Los_Angeles,https://api.weather.gov/stations/019AV,https://api.weather.gov/zones/forecast/IDZ001,https://api.weather.gov/zones/fire/IDZ101
019BH,SW Pueblo,38.17744,-104.7734,1574.9016,America/Denver,https://api.weather.gov/stations/019BH,https://api.weather.gov/zones/forecast/COZ086,https://api.weather.gov/zones/fire/COZ228
019CE,87 Inwood-Near NW,29.85556,-95.48834,24.6888,America/Chicago,https://api.weather.gov/stations/019CE,https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/fire/TXZ213
019HE,HECO Palehua Rd 3,21.37141,-158.10499,446.8368,Pacific/Honolulu,https://api.weather.gov/stations/019HE,https://api.weather.gov/zones/forecast/HIZ011,https://api.weather.gov/zones/fire/HIZ316
019HI,Kahikinui,20.6339,-156.2739,712.9272,Pacific/Honolulu,https://api.weather.gov/stations/019HI,https://api.weather.gov/zones/forecast/HIZ050,https://api.weather.gov/zones/fire/HIZ334
019ID,W2T4,43.87074,-116.93396,730.9104,America/Boise,https://api.weather.gov/stations/019ID,https://api.weather.gov/zones/forecast/IDZ012,https://api.weather.gov/zones/fire/IDZ420
019MD,Goldsboro,39.04042,-75.78873,17.3736,America/New_York,https://api.weather.gov/stations/019MD,https://api.weather.gov/zones/forecast/MDZ020,https://api.weather.gov/zones/fire/MDZ020
019NH,Loudon Rt. 106,43.40604,-71.45134,174.9552,America/New_York,https://api.weather.gov/stations/019NH,https://api.weather.gov/zones/forecast/NHZ009,https://api.weather.gov/zones/fire/NHZ023
019NW,Prospect Creek Rd - Thompson Falls South,47.57694,-115.38801,805.5864,America/Denver,https://api.weather.gov/stations/019NW,https://api.weather.gov/zones/forecast/MTZ004,https://api.weather.gov/zones/fire/MTZ106
019PG,Pine Canyon Road,36.15127,-121.19258,193.548,America/Los_Angeles,https://api.weather.gov/stations/019PG,https://api.weather.gov/zones/forecast/CAZ517,https://api.weather.gov/zones/fire/CAZ517
019SE,SCE N Campus Ave,34.13843,-117.64317,519.0744,America/Los_Angeles,https://api.weather.gov/stations/019SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
01MIC,C1 Harrison,43.9443,-84.7694,306.9336,America/Detroit,https://api.weather.gov/stations/01MIC,https://api.weather.gov/zones/forecast/MIZ040,https://api.weather.gov/zones/fire/MIZ040
01NMC,Dominguez Canyon,32.98161,-108.56021,1425.8544,America/Denver,https://api.weather.gov/stations/01NMC,https://api.weather.gov/zones/forecast/NMZ401,https://api.weather.gov/zones/fire/NMZ110
0209W,Challenger K8 School of Science and Math,28.49532,-82.50194,24.0792,America/New_York,https://api.weather.gov/stations/0209W,https://api.weather.gov/zones/forecast/FLZ248,https://api.weather.gov/zones/fire/FLZ248
020AV,Sagle,48.2164,-116.57847,672.9984,America/Los_Angeles,https://api.weather.gov/stations/020AV,https://api.weather.gov/zones/forecast/IDZ001,https://api.weather.gov/zones/fire/IDZ101
020BH,305 Golden Cycle Cir,38.80615,-105.20885,2847.4416,America/Denver,https://api.weather.gov/stations/020BH,https://api.weather.gov/zones/forecast/COZ081,https://api.weather.gov/zones/fire/COZ221
020CE,95 Shady Acres,29.80673,-95.41383,19.2024,America/Chicago,https://api.weather.gov/stations/020CE,https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/fire/TXZ213
020HE,HECO Kili Dr,21.47417,-158.20476,45.1104,Pacific/Honolulu,https://api.weather.gov/stations/020HE,https://api.weather.gov/zones/forecast/HIZ006,https://api.weather.gov/zones/fire/HIZ310
020HI,Waikamoi,20.7736,-156.2223,1934.8704,Pacific/Honolulu,https://api.weather.gov/stations/020HI,https://api.weather.gov/zones/forecast/HIZ022,https://api.weather.gov/zones/fire/HIZ335
020ID,W2T16,43.98475,-116.31375,790.3464,America/Boise,https://api.weather.gov/stations/020ID,https://api.weather.gov/zones/forecast/IDZ012,https://api.weather.gov/zones/fire/IDZ400
020MD,Stevensville 1W,38.98431,-76.32627,3.6576,America/New_York,https://api.weather.gov/stations/020MD,https://api.weather.gov/zones/forecast/MDZ015,https://api.weather.gov/zones/fire/MDZ015
